               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 480,           0.0090341,           0.0054217,           0.0023525,             0.99726,                   1,               0.995,             0.97918,           0.0034219,           0.0018865,           0.0012849,           0.0005158,           0.0005158,           0.0005158
                 481,            0.010003,           0.0043295,           0.0030553,             0.99724,                   1,               0.995,             0.97918,           0.0034561,           0.0018865,           0.0012815,            0.000496,            0.000496,            0.000496
                 482,             0.01009,           0.0061048,           0.0023472,             0.99725,                   1,               0.995,             0.97361,           0.0036908,           0.0019163,           0.0012782,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0097847,           0.0048213,           0.0028285,             0.99726,                   1,               0.995,             0.97122,           0.0034386,           0.0018865,           0.0012732,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0088586,           0.0059834,           0.0019754,             0.99726,                   1,               0.995,             0.97122,           0.0034386,           0.0018865,           0.0012732,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0095086,           0.0042499,           0.0026689,             0.99726,                   1,               0.995,             0.97127,           0.0034384,           0.0018828,           0.0012692,           0.0004168,           0.0004168,           0.0004168
                 486,            0.010329,           0.0052453,           0.0029852,             0.99724,                   1,               0.995,             0.97622,           0.0033606,           0.0018711,           0.0012639,            0.000397,            0.000397,            0.000397
                 487,           0.0080762,           0.0049118,           0.0021945,             0.99727,                   1,               0.995,             0.97334,           0.0037081,           0.0019107,           0.0012619,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0082713,           0.0046262,            0.002235,             0.99727,                   1,               0.995,             0.97334,           0.0037081,           0.0019107,           0.0012619,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0088852,           0.0049832,           0.0021704,             0.99726,                   1,               0.995,             0.96824,           0.0041389,           0.0019645,           0.0012602,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0098179,           0.0054663,           0.0034808,              0.9973,                   1,               0.995,             0.96609,           0.0037251,           0.0019128,           0.0012591,           0.0003178,           0.0003178,           0.0003178
                 491,             0.01038,           0.0042242,           0.0047794,             0.99732,                   1,               0.995,             0.97623,           0.0033377,           0.0018629,           0.0012535,            0.000298,            0.000298,            0.000298
                 492,           0.0097632,           0.0058558,           0.0024587,             0.99732,                   1,               0.995,             0.97623,           0.0033377,           0.0018629,           0.0012535,           0.0002782,           0.0002782,           0.0002782
                 493,            0.008531,           0.0043855,           0.0025497,              0.9973,                   1,               0.995,              0.9762,           0.0034459,           0.0018776,           0.0012502,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0086508,           0.0044198,           0.0033397,             0.99733,                   1,               0.995,             0.97515,           0.0034204,           0.0018741,           0.0012468,           0.0002386,           0.0002386,           0.0002386
                 495,            0.008902,            0.004621,           0.0030354,             0.99732,                   1,               0.995,             0.97909,           0.0033917,           0.0018692,            0.001243,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0091721,           0.0035901,           0.0044133,             0.99732,                   1,               0.995,             0.97909,           0.0033917,           0.0018692,            0.001243,            0.000199,            0.000199,            0.000199
                 497,           0.0097784,           0.0045229,           0.0034422,             0.99731,                   1,               0.995,             0.98257,           0.0033946,           0.0018682,           0.0012387,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0092287,           0.0035849,           0.0032918,             0.99726,                   1,               0.995,              0.9827,            0.003299,           0.0018572,           0.0012353,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0083725,            0.004391,           0.0020948,             0.99725,                   1,               0.995,             0.98269,           0.0032672,           0.0018541,           0.0012321,           0.0001396,           0.0001396,           0.0001396
